Web Server (APP),Tahun,Bidang ,Total Current Live Websites,Current Customers (Websites),Location,Sales Revenue,Tech Spend,Social,Employees,Traffic,Current Live Webites by Country
Shopify Plus,2020 - 2024,eCommerce,"48,644",deadstock.ca,Canada,$271k+,$2000+,,,-,"2,926"
Shopify Plus,2020 - 2024,eCommerce,"48,644",lunapads.com,Canada,$119k+,$1000+,0+,10+,-,"2,926"
Shopify Plus,2020 - 2024,eCommerce,"48,644",reigningchamp.com,Canada,$218k+,$2000+,"50,000+",10+,-,"2,926"
Shopify Plus,2020 - 2024,eCommerce,"48,644",dlink.ca,Canada,$120k+,$2000+,50+,,-,"2,926"
Shopify Plus,2020 - 2024,eCommerce,"48,644",g2esports.com,Germany,$360k+,$2000+,"750,000+",100+,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",crew2020.defleppard.com,Germany,$29k+,$2000+,"750,000+",,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop-us.kurzgesagt.org,Germany,,$1000+,"300,000+",,High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",freeletics.com,Germany,$814k+,$5000+,"10,000+",100+,High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",us.carhartt-wip.com,Germany,$638k+,$10000+,"750,000+",100+,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.condor.com,Germany,$75k+,$5000+,"10,000+","1,000+",High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.bacardi.com,Germany,$937k+,$10000+,,"1,000+",High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",store.eos.info,Germany,$27k+,$2000+,"2,000+","1,000+",Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",us.stilnest.com,Germany,$198k+,$2000+,"20,000+",,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",springlane.de,Germany,$405k+,$1000+,250+,,High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.vogue.de,Germany,,$2000+,"400,000+",1+,Very High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.martini.com,Germany,$40k+,$5000+,"100,000+",10+,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.aperol.com,Germany,$28k+,$2000+,250+,,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",store.mousesports.com,Germany,$1k+,$1000+,"100,000+",1+,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",meepoboard.com,Germany,$203k+,$2000+,"10,000+",10+,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",paul-valentine.com,Germany,$695k+,$5000+,,10+,High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",vivares.ledvance.com,Germany,$38k+,$5000+,"2,000+","1,000+",Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",demo.delm.io,Germany,,$1000+,,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",wunschgutschein.de,Germany,$320k+,$2000+,,,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.ford.de,Germany,$73k+,$10000+,"20,000+","10,000+",High,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",floordirekt.de,Germany,$108k+,$1000+,,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",eu.xouxou.com,Germany,$198k+,$2000+,"50,000+",,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",a.plus,Germany,$376k+,$5000+,"50,000+",100+,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",aaron-parts.com,Germany,$101k+,$1000+,"2,000+",10+,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",absinthdepot.de,Germany,$81k+,$1000+,250+,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",ackerbaum.de,Germany,$160k+,$2000+,500+,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",acmejoy.de,Germany,$164k+,$2000+,,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",acrylglasbild.de,Germany,$72k+,$1000+,,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",activerock.de,Germany,$72k+,$1000+,,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.sennheiserindia.com,Germany,$1k+,$1000+,"400,000+",1+,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",demo.storifyme.com,Germany,,$2000+,,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",checkout.shop.sprenger.de,Germany,$15k+,$2000+,,,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",zahnheld.de,Germany,$173k+,$2000+,"2,000+",,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",dufflecoatsuk.co.uk,Germany,$248k+,$2000+,10+,,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",hoagard.com,Germany,$97k+,$1000+,"400,000+",,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",universaltextiles.de,Germany,$96k+,$1000+,100+,10+,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",shop.dewars.com,Germany,$34k+,$5000+,"20,000+",10+,Medium,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",losangelesapparel.eu,Germany,$114k+,$5000+,"1,000+",,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",derschutze.com,Germany,$134k+,$1000+,"100,000+",,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",adameve-akademie.de,Germany,$115k+,$1000+,,,-,"1,383"
Shopify Plus,2020 - 2024,eCommerce,"48,644",store.enfa.co.id,Indonesia,$429k+,$5000+,"20,000+",,Medium,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",sukkhacitta.com,Indonesia,$145k+,$2000+,"10,000+",,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",levi.co.id,Indonesia,$207k+,$2000+,"10,000+",,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",hijabwanitacantik.com,Indonesia,$99k+,$1000+,"750,000+",,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",aleza.co.id,Indonesia,$119k+,$5000+,"200,000+",,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",indigoluna.store,Indonesia,$169k+,$2000+,"100,000+",,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",invincible.id,Indonesia,$90k+,$1000+,"100,000+",1+,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",deuscustoms.co.id,Indonesia,$111k+,$1000+,,,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",fireboltt.co.id,Indonesia,$81k+,$1000+,,,-,39
Shopify Plus,2020 - 2024,eCommerce,"48,644",annamichielan.com,Indonesia,$151k+,$2000+,"1,000+",,-,39
nopCommerce,2020 - 2024,eCommerce,"10,536",pulsetv.com,United States,,$1000+,250+,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.wisconsinhistory.org,United States,$34k+,$1000+,10+,100+,High,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",mycatalog.buy.fastsigns.com,United States,,$2000+,"2,000+",,Medium,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",qa.facs.org,United States,$36k+,$10000+,,"1,000+",Medium,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",wallpops.com,United States,$120k+,$10+,"1,000+",,High,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",partsips.com,United States,$40k+,$0+,,,Medium,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",estore.gunstock.com,United States,,$2000+,"5,000+",,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",parts.qsc.com,United States,$1.0m+,$10000+,"50,000+",100+,High,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",wttool.com,United States,$63k+,$500+,,,Medium,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",greenheck.com,United States,,$2000+,,"1,000+",High,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",foamforyou.com,United States,$1k+,$250+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",vendorportal.plummarket.com,United States,$517k+,$2000+,"1,000+",,High,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",fnestore.com,United States,$149k+,$2000+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",patriot-supply.com,United States,,$0+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",wichitafurniture.com,United States,$130k+,$2000+,500+,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",fsga.org,United States,,$0+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",primeline.net,United States,$11k+,$500+,50+,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",portlandcompressor.com,United States,$30k+,$250+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",ondemand.puresafety.com,United States,,$2000+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",plowpartsdirect.com,United States,$1k+,$250+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",partsfps.com,United States,,$0+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",prairiewinddecoys.com,United States,$1k+,$10+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",westbowpress.com,United States,$201k+,$2000+,"2,000+",,High,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",globalgilson.com,United States,$18k+,$500+,250+,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",qosmedix.com,United States,$94k+,$2000+,500+,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",forestrydistributing.com,United States,,$0+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",preferredairparts.com,United States,,$0+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",digital.penders.com,United States,,$250+,250+,,Medium,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",store.praypub.org,United States,$30k+,$100+,,,High,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",withlogos.com,United States,$20k+,$500+,100+,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",grandslamdesigns.com,United States,$47k+,$250+,,,Medium,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",grandstaystore.westernconnect.com,United States,,$100+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",pcs-company.com,United States,$50k+,$2000+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",funtoymall.com,United States,$129k+,$100+,,,Medium,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",gagece.com,United States,$1k+,$100+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",greatdanegraphics.com,United States,$176k+,$2000+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",petshopusa.com,United States,$14k+,$100+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",polclothing.com,United States,$38k+,$1000+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",performancebodies.com,United States,$1k+,$250+,,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",promotionpros.com,United States,$36k+,$500+,250+,,-,"3,985"
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.woodlandtrust.org.uk,United Kingdom,$210k+,$2000+,"150,000+",,Very High,694
nopCommerce,2020 - 2024,eCommerce,"10,536",g7th.com,United Kingdom,$90k+,$2000+,"1,000+",,Medium,694
nopCommerce,2020 - 2024,eCommerce,"10,536",woofwear.com,United Kingdom,$52k+,$250+,,10+,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",xpres.co.uk,United Kingdom,$1k+,$2000+,500+,10+,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",fabdignityfdportal.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",fabdignityportal.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",feelgreatsoap.com,United Kingdom,$1k+,$250+,100+,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",feedmark.com,United Kingdom,$18k+,$1000+,"1,000+",,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",fiberjp.com,United Kingdom,$10k+,$250+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",finewines.wine,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",firbecktrophies.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",firstrss.co.uk,United Kingdom,$1k+,$50+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",anvilindustry.co.uk,United Kingdom,$1k+,$500+,500+,10+,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.nautilusbookshopumbraco.madewithweb.com,United Kingdom,,$1000+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",next-stage.muhimbi.com,United Kingdom,$93k+,$5000+,,1+,Medium,694
nopCommerce,2020 - 2024,eCommerce,"10,536",a57towing.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",aandm.group,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",absbiz.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",abzorbshop.co.uk,United Kingdom,$1k+,$500+,250+,1+,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",a4sheet.accu-web.co.uk,United Kingdom,,$1000+,,1+,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",acejets.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",acrelanetimber.co.uk,United Kingdom,$1k+,$100+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",acrelanebuilders.co.uk,United Kingdom,$1k+,$2000+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",advmedical.com,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",advantasecurity.com,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",aerco.co.uk,United Kingdom,$341k+,$500+,50+,10+,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",africacdi.com,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",scotsconnection.com,United Kingdom,,$250+,10+,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",sofasandstuff.com,United Kingdom,$62k+,$2000+,"10,000+",,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",iwanttights.com,United Kingdom,$1k+,$50+,100+,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",3rsoftwaresolutions.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",i4e-dev-site.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",iceboxauto.com,United Kingdom,$28k+,$1000+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",icontactbranding.com,United Kingdom,$26k+,$100+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",ijazzwrexham.com,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",orders.immhydraulics.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",inisonline.com,United Kingdom,$1k+,$100+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",inkerman.co.uk,United Kingdom,$10k+,$250+,500+,1+,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",inkredible.co.uk,United Kingdom,$12k+,$500+,10+,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",store.inn2-web-design.co.uk,United Kingdom,,$0+,,,-,694
nopCommerce,2020 - 2024,eCommerce,"10,536",fabriccare.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",fairfieldfloristworks.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",fairfieldflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",famaker.com.au,Australia,$1k+,$500+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",fawknerflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",ferntreegullyflowers.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",firedartaustralia.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",fitzroyflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.epicaustraliapass.com.au,Australia,$1k+,$1000+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.mitronics.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",erap.aidacare.com.au,Australia,$331k+,$2000+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",a2kstore.com,Australia,$13k+,$500+,250+,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",actionwebsites.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",av.adaorders.com.au,Australia,,$100+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",adelaideweighing.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",adelaidefuelandsafety.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.adinavineyard.com.au,Australia,$1k+,$100+,500+,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",advancestationers.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",webbshop.svenskakyrkan.se,Australia,,$1000+,"5,000+",,High,693
nopCommerce,2020 - 2024,eCommerce,"10,536",3dportrait.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",igear.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",ilmbookstore.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",catalogue.immij.com,Australia,$24k+,$500+,,10+,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",indmarparts.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",inglefarmflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",inglewoodflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.dailyfresher.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",dandenongflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",daptoflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",darlinghurstflowers.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",darlingtonflorist.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",datgel.com,Australia,$1k+,$100+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",daum.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",deewhyflowers.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.bom.gov.au,Australia,,$5000+,"50,000+","1,000+",Very High,693
nopCommerce,2020 - 2024,eCommerce,"10,536",blustream.co.uk,Australia,$24k+,$1000+,500+,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",northernlighting.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",combinedsaw.com.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",opchealth.com.au,Australia,$1k+,$250+,250+,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",baccaratcrystal.au,Australia,,$0+,,,-,693
nopCommerce,2020 - 2024,eCommerce,"10,536",farmacialuigizocchi.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",felimar.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",fercasaweb.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",fercolorcenter.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",ferribiella.it,Italy,$1k+,$100+,"5,000+",,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.ferramentadonna.com,Italy,$1k+,$10+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",ferramentatognu.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",b2b.fergross.it,Italy,,$10+,50+,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",first-components.com,Italy,$1k+,$10+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",fishingmarine.it,Italy,$1k+,$50+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",catalogo.abctools.it,Italy,$66k+,$1000+,"1,000+",10+,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",abc-signs.com,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",abiformazione.it,Italy,$1k+,$100+,500+,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",abieventi.it,Italy,$1k+,$50+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",abiservizi.it,Italy,$1k+,$2000+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",store.ablecom.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",accessorifarmacia.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",acetino.com,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",acquasport.store,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",ivecofanshop.com,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",ilico.it,Italy,$30k+,$100+,,,Medium,454
nopCommerce,2020 - 2024,eCommerce,"10,536",ilmondodeipokemon.it,Italy,,$50+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",imaccheroncini.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",imballaggi-on-line.com,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",inblu.com,Italy,$10k+,$250+,"20,000+",,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",insulasardinia.com,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",081lab.cloud,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",dapstore.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.deborah.ink,Italy,$1k+,$100+,250+,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",deliriocomics.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",deltastrumenti.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",dentalricambi.com,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",babyconfort.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",gorla.flashoffer.it,Italy,,$250+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",flfabbrichelombarde.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",fonex.it,Italy,$1k+,$500+,"2,000+",10+,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",shop.formentifornitureindustriali.it,Italy,$1k+,$100+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",fptindustrialstore.com,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",frantoioranoisio.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",frantoiogarello.it,Italy,,$0+,,,-,454
nopCommerce,2020 - 2024,eCommerce,"10,536",podilatikiattikis.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",fade.gr,Greece,$1k+,$250+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",fashionclothes.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",fdrink.gr,Greece,,$250+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",filterhellaseshop.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",acihellas.gr,Greece,$1k+,$250+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",agora-zw.gr,Greece,$1k+,$250+,"1,000+",,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",akadimos.gr,Greece,$1k+,$100+,0+,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",aankal.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",adrianos.com.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",online.aegeantenniscentre.com,Greece,$28k+,$250+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",aenaos-sa.gr,Greece,$1k+,$100+,250+,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",b2b.ics.gr,Greece,$1k+,$2000+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",sshmaritime.com,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",3dcrystal.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",3kip.gr,Greece,,$100+,0+,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",ideotypo-kalavryta.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",inbeverages.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",industryb2b.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",infopartners.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",innvestio.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",inshoes.gr,Greece,$13k+,$500+,"20,000+",,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",hamzatel.gr,Greece,$1k+,$10+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",djshop.gr,Greece,$19k+,$1000+,50+,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",rododerma.gr,Greece,$1k+,$100+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",danaishoes.gr,Greece,,$0+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",organizerstores.gr,Greece,$1k+,$100+,,,-,254
nopCommerce,2020 - 2024,eCommerce,"10,536",officepaper.gr,Greece,,$0+,,,-,254
