Web Server (APP),Initial Release,Year of Sales Revenue,Bidang ,Total Current Live Websites,Sales Revenue (Mllion) in 2023,Current Customers (Websites) in 2024,Location,Sales Revenue Customer,Tech Spend,Instagram Followers,Traffic,Current Live Webites by Country,Current Live Websites by Country,Usia Perusahaan
Taboola,2007,2023,Advertising,92477,1440.0,royalcentral.co.uk,United Kingdom,0,500,10000,Medium,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,donbalon.com,United Kingdom,0,1000,5000,Medium,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,liverpoolecho.co.uk,United Kingdom,0,5000,50000,Very High,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,listindiario.com,United Kingdom,0,2000,750000,Medium,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,dailyrecord.co.uk,United Kingdom,0,2000,50000,Very High,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,dailyfx.com,United Kingdom,0,2000,150000,High,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,eg.surveycompare.net,United Kingdom,0,1000,5000,Medium,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,sportwitness.co.uk,United Kingdom,0,1000,50000,Medium,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,visordown.com,United Kingdom,0,1000,2000,Medium,2700,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,sugarapron.com,Indonesia,0,100,0,Medium,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,thejakartapost.com,Indonesia,0,500,0,Very High,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,upgrad.com,Indonesia,0,5000,50000,High,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,skillacademy.com,Indonesia,0,2000,0,-,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,kapanlagi.com,Indonesia,0,1000,1500000,High,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,minews.id,Indonesia,0,50,0,Medium,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,rakyatku.com,Indonesia,0,1000,10000,Medium,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,indonesiana.id,Indonesia,0,500,0,Medium,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,ayojakarta.com,Indonesia,0,500,0,-,84,1597146,17
Taboola,2007,2023,Advertising,92477,1440.0,autonetmagz.com,Indonesia,121000,50,10000,Medium,84,1597146,17
Umbraco,1999,2023,Content Management System,5410,107.0,ahima.org,United States,0,2000,5000,High,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mdwfp.com,United States,0,500,2000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,metrotheatres.com,United States,0,250,100,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abim.org,United States,0,1000,1000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,ascopost.com,United States,547000,2000,10000,High,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,allsup.com,United States,0,2000,250,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,macsadventure.com,United States,0,2000,1000,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,meridiancity.org,United States,0,500,2000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mycolonialpenn.com,United States,0,1000,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,eurofinsus.com,United States,0,2000,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,annsacks.com,United States,0,5000,100000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abainternational.org,United States,0,500,0,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,explorehockinghills.com,United States,0,250,0,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,azcommerce.com,United States,0,5000,5000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,americasaves.org,United States,0,1000,5000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,casro.alliant.com,United States,388000,5000,250,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,enorthfield.com,United States,475000,2000,500,High,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mypreferredcare.com,United States,0,100,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,allianceoneinc.com,United States,0,500,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mosomyclub.com,United States,0,500,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,emlab.com,United States,0,50,100,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,ambk.com,United States,0,1000,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abop.org,United States,0,500,0,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,atriohp.com,United States,0,500,10,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,ahcfacilities.com,United States,0,1000,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,autosweet.com,United States,0,10000,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,allsourcepps.com,United States,0,2000,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mahaliajacksontheater.com,United States,0,500,0,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,militarysaves.org,United States,0,1000,1000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,evaporatorcoillawsuit.com,United States,0,50,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,elliance.com,United States,0,5000,100,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mutualmortgage.com,United States,37000,5000,1000,Medium,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mydirectives.com,United States,0,2000,500,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aaalawyer.com,United States,0,50,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aapsecuritieslitigation.com,United States,0,50,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abfloralonline.com,United States,0,500,100,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,acasgroup.com,United States,0,100,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,actionlaundry.com,United States,0,100,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,advancinghealthaccessnevada.com,United States,0,50,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,advantagelaundrysolutions.com,United States,0,100,0,-,1727,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,afternoontea.co.uk,United Kingdom,12000,1000,5000,Medium,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,help.registration.edfringe.com,United Kingdom,309000,2000,20000,Very High,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,antiquestradegazette.com,United Kingdom,404000,250,0,High,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,moorfields.nhs.uk,United Kingdom,0,1000,5000,High,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,ministryofsound.com,United Kingdom,19000,1000,200000,Medium,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,anhinternational.org,United Kingdom,53000,1000,1000,Medium,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,entitledto.co.uk,United Kingdom,73000,1000,500,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,asdan.org.uk,United Kingdom,0,500,1000,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,acu.ac.uk,United Kingdom,0,1000,5000,Medium,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aimyplus.com,United Kingdom,0,100,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aaronwallis.co.uk,United Kingdom,0,250,100,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abbiandmeweddings.co.uk,United Kingdom,0,50,250,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abbeybondlovis.com,United Kingdom,0,1000,250,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abbiandme.com,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abbeytotalcaregroup.co.uk,United Kingdom,0,250,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aberdeenairport.com,United Kingdom,0,2000,2000,High,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abpmer.co.uk,United Kingdom,0,1000,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abports.co.uk,United Kingdom,0,2000,2000,Medium,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,achorda.com,United Kingdom,70000,500,50,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,activecommunities.co.uk,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,actavio.com,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,action-outdoors.co.uk,United Kingdom,238000,1000,500,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,acumenbusinesslaw.co.uk,United Kingdom,0,1000,50,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adhdinteractive.com,United Kingdom,0,1000,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adlerandallan.co.uk,United Kingdom,0,1000,500,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aermech.co.uk,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,agile-intelligence.co.uk,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aiaworldwide.com,United Kingdom,0,100,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aitkens.co.uk,United Kingdom,35000,250,1000,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,akaricare.co.uk,United Kingdom,0,1000,500,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,alan-thomas.co.uk,United Kingdom,0,1000,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,alansalter.com,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aldwickparishcouncil.gov.uk,United Kingdom,0,500,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,alexdeverill.co.uk,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,allen-associates.co.uk,United Kingdom,0,1000,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,alumascroofing.com,United Kingdom,55000,500,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,amyconley.co.uk,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,anapopovic.com,United Kingdom,0,100,0,Medium,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,andrewsin.co.uk,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,anthonybarrieflooring.co.uk,United Kingdom,0,50,0,-,1075,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,eurofins.com,Netherlands,0,5000,500,Medium,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,acantus.nl,Netherlands,0,500,500,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,actiumwonen.nl,Netherlands,0,500,250,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adequateinfosoft.com,Netherlands,25000,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adeekeukens.nl,Netherlands,0,250,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adfiz.nl,Netherlands,0,1000,1000,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,gilje.aeston.no,Netherlands,0,500,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,agrivastgoed.nl,Netherlands,0,250,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aidsfonds.nl,Netherlands,0,1000,1000,Medium,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,ajaxlife.nl,Netherlands,0,500,400000,Medium,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,almelo-nieuwbouw.nl,Netherlands,0,1000,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,amernotarissen.nl,Netherlands,0,100,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,ames.nl,Netherlands,0,2000,1000,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,annashof.nl,Netherlands,0,1000,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,groningerhuis.nl,Netherlands,0,250,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fintor.nl,Netherlands,0,100,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,flart.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,florapro.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,flowcrete.eu,Netherlands,0,2000,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,flwrs.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,frontis.nl,Netherlands,0,1000,100,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fryslanhomes.frl,Netherlands,0,50,100,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,gaafbloemenenplanten.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,deboerwater.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,degoedewoning.nl,Netherlands,0,250,50,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,dehuismeesters.nl,Netherlands,0,250,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,delangevanderplas.nl,Netherlands,0,100,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,deltawonen.nl,Netherlands,0,250,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,deltawerkers.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,demirci.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,deman-bloemen.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,demeiboomwarns.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,deromte.nl,Netherlands,0,50,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,desmidse.nl,Netherlands,0,100,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,detweebruggen.com,Netherlands,0,500,2000,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,detweebruggen.nl,Netherlands,0,500,2000,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,deveursehorsten.nl,Netherlands,0,1000,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,devolmacht.nl,Netherlands,0,250,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,devrepublic.nl,Netherlands,0,2000,0,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,devriessails.nl,Netherlands,0,100,50,-,380,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,envirotech.edu.au,Australia,0,2000,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,eurofins.com.au,Australia,100000000,2000,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,mybuildcompare.com.au,Australia,0,250,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aaphysiotherapy.com,Australia,0,250,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aaronscars.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,abyssdemolition.com.au,Australia,0,500,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,aceik.com.au,Australia,0,2000,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adelaidefestival.com.au,Australia,0,500,10000,Medium,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adelaidecarconnection.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adept.com.au,Australia,0,50,10,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adinainteriors.com.au,Australia,0,1000,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,adpaustralia.com.au,Australia,0,2000,10000,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,alamsfencingandgates.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,alamfabrications.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,alltechbathrooms.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,altogethergroup.com.au,Australia,0,1000,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,animalkingdom.net.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,greyhound.com.au,Australia,236000,2000,1000,Medium,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,yates.com.au,Australia,17000,2000,5000,Medium,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fiatducatowreckers.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fiatducatoparts.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,financien.com.au,Australia,0,500,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,finansbrokers.com.au,Australia,0,500,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,findyourparts.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,flemingtonautos.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fleethelicopters.com.au,Australia,0,50,250,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,floorbuild.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fostercareangels.org.au,Australia,0,50,250,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fowkesfitness.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,franklinelectric.com.au,Australia,0,2000,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,frankstoncars.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,fromm-pack.com.au,Australia,71000,500,250,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,easylist.gabbaautos.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,lookforthetick.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,dandenongscheapestcars.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,dbla.com.au,Australia,100000000,5000,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,dealerdirectcarsales.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,discoict.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,diverselending.com.au,Australia,0,250,50,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,dlishdelights.com.au,Australia,0,50,0,-,339,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,jakartawebhosting.com,Indonesia,68000,500,250,-,9,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,asiaafricaforumoncorruption.org,Indonesia,0,50,0,-,9,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,pkfhadiwinata.com,Indonesia,0,250,0,-,9,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,eurofinsgenomics.co.in,Indonesia,29000,500,0,-,9,1597146,25
Umbraco,1999,2023,Content Management System,5410,107.0,multihasta.com,Indonesia,31000,100,50,-,9,1597146,25
Pardot,2007,2023,Analytics and Tracking,48236,187.0,listings.mapquest.com,United States,0,10000,5000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,manta.com,United States,0,5000,10000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,avvo.com,United States,0,10000,0,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,angieslist.com,United States,0,5000,10000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,mrctv.org,United States,0,2000,20000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,video.arcgis.com,United States,0,10000,1000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,medscape.com,United States,0,10000,150000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,miaminewtimes.com,United States,0,5000,150000,Medium,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,adorama.com,United States,3200000,10000,50000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,equifax.com,United States,426000000,10000,10000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,affirm.com,United States,132000000,10000,5000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,matterport.com,United States,11000000,10000,5000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,dbrs.morningstar.com,United States,155000000,10000,50000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,arthritis.org,United States,0,10000,10000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,art.com,United States,0,5000,10000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,moneyguidepro.qa.ameriprise.com,United States,1000000000,10000,2000,Medium,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,cdn-pro.azureedge.net,United States,0,5000,250,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,pay.amazon.co.jp,United States,0,10000,300000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,pro.ahs.com,United States,0,10000,10000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,ariat.com,United States,927000,10000,500000,Medium,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,esri.com,United States,3500000,10000,100000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,availity.com,United States,0,10000,500,-,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,harbert.auburn.edu,United States,0,10000,50000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,go.meredith.com,United States,0,10000,5000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,sponsorship.michiganradio.org,United States,0,5000,10000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,arvest.com,United States,0,10000,2000,Medium,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,everlywell.com,United States,0,10000,50000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,logistics.amazon.com.mx,United States,0,10000,0,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,go.alarm.com,United States,70000000,10000,5000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,morganstanley.com,United States,3800000,10000,400000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,enterprise.efax.com,United States,0,10000,250,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,aps.org,United States,219000,5000,1000,Very High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,appointment-plus.com,United States,0,5000,500,Medium,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,expo.acc.org,United States,726000,10000,20000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,mdc.edu,United States,0,10000,500,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,moo.com,United States,1000000,10000,0,Medium,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,mckesson.com,United States,0,10000,10000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,mobilehome.net,United States,0,2000,0,-,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,go.epilepsy.com,United States,60000,5000,10000,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,ecu.edu,United States,0,5000,500,High,26857,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,tenshoku.mynavi.jp,Japan,0,10000,1000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,go.allabout.co.jp,Japan,0,5000,1000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,security.us.panasonic.com,Japan,0,10000,20000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,healthcaresolutions-us.fujifilm.com,Japan,100000000,10000,0,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,fujitsu.com,Japan,100000000,10000,1000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,media.jobs.qiita.com,Japan,0,5000,10000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,gnavi.co.jp,Japan,0,10000,2000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,ad.cookpad.com,Japan,0,5000,20000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,nikkei.com,Japan,0,10000,2000000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,microscope.healthcare.nikon.com,Japan,0,5000,0,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,jp-bank.japanpost.jp,Japan,0,5000,2000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,itmedia.co.jp,Japan,0,2000,1000,Very High,6488,1597146,17
Pardot,2007,2023,Analytics and Tracking,48236,187.0,aucfan.com,Japan,0,5000,1000,Medium,6488,1597146,17
