DATASET UNTUK TREND APP YANG DIPASANG PADA LAYANAN VPS DALAM 5 TAHUN TERAKHIR;;;;;;;;;;;;;;;;;;;;;;;;;;;
Web Server (APP);Initial Release;Year of Sales Revenue;Bidang ;Total Current Live Websites;Sales Revenue (Mllion) in 2023;Current Customers (Websites) in 2024;Location;Sales Revenue Customer;Tech Spend;Social;Traffic;Current Live Webites by Country;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;bb.com.br;Brazil;$2.2m+;$2000+;;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;kinghost.com.br;Brazil;;$1000+;2,000+;Medium;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;fireswan.web.app;Brazil;;$1000+;;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;iftnet.com.br;Brazil;;$5000+;500+;-;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;vivo.com.br;Brazil;$2.8m+;$10000+;400,000+;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;fazenda.gov.br;Brazil;;$250+;150,000+;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;mercadopago.com.br;Brazil;$608k+;$2000+;10,000+;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;correios.com.br;Brazil;$2.1m+;$500+;20,000+;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;inss.gov.br;Brazil;;$1000+;;Medium;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;usp.br;Brazil;;$2000+;;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;mercadopago.com;Brazil;$878m+;$2000+;50,000+;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;bradesco.com.br;Brazil;;$2000+;;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;claro.com.br;Brazil;;$5000+;3,000,000+;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;scielo.br;Brazil;;$250+;;Very High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;sicredi.com.br;Brazil;$528k+;$2000+;;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;reclameaqui.com.br;Brazil;;$2000+;20,000+;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;bancointer.com.br;Brazil;;$2000+;150,000+;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;timbrasil.com.br;Brazil;;$5000+;500,000+;-;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;dafiti.com.br;Brazil;;$5000+;10,000+;Medium;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;cifraclub.com.br;Brazil;;$2000+;100,000+;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;kabum.com.br;Brazil;;$2000+;50,000+;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;colaboraread.com.br;Brazil;;$2000+;;-;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;todamateria.com.br;Brazil;;$250+;;High;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;poder360.com.br;Brazil;$143k+;$500+;20,000+;Medium;898.377;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;bvprecords.azurefd.net;Indonesia;;$2000+;;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;shopee.co.id;Indonesia;;$5000+;400,000+;Very High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;brainly.co.id;Indonesia;;$2000+;;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;cnbcindonesia.com;Indonesia;;$1000+;20,000+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;digitaloceanspaces.com;Indonesia;;$2000+;150,000+;Very High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;chordtela.com;Indonesia;;$500+;100+;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;tvonenews.com;Indonesia;;$500+;500,000+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;vidio.com;Indonesia;;$2000+;100+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;translate.google.co.id;Indonesia;;$5000+;5,000,000+;Very High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;cutt.ly;Indonesia;;$500+;250+;Very High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;ovo.id;Indonesia;;$1000+;10,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;ruangguru.com;Indonesia;;$5000+;50,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;dana.id;Indonesia;;$2000+;10,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;kumparan.com;Indonesia;;$2000+;400,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;idntimes.com;Indonesia;;$2000+;300,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;suara.com;Indonesia;;$1000+;10,000+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;ricoh.com;Indonesia;;$10000+;;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;komiku.id;Indonesia;;$0+;;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;halodoc.com;Indonesia;;$1000+;2,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;kapanlagi.com;Indonesia;;$1000+;1,500,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;gramedia.com;Indonesia;;$2000+;50+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;bola.com;Indonesia;;$1000+;10,000+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;bolasport.com;Indonesia;;$500+;150,000+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;disway.id;Indonesia;;$250+;;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;mamikos.com;Indonesia;;$2000+;1,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;kemkes.go.id;Indonesia;$2.1m+;$1000+;250+;Very High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;kiryuu.id;Indonesia;;$250+;;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;orami.co.id;Indonesia;;$1000+;2,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;ayobandung.com;Indonesia;;$500+;500+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;klikpendidikan.id;Indonesia;;$100+;;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;rekrutmenbersama.fhcibumn.id;Indonesia;;$250+;;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;flashscore.co.id;Indonesia;;$100+;250+;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;mypertamina.id;Indonesia;;$500+;150,000+;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;surabaya.go.id;Indonesia;$605k+;$5000+;250+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;prakerja.go.id;Indonesia;;$1000+;1,500,000+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;ayojakarta.com;Indonesia;;$500+;0+;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;coolrom.com.au;Indonesia;;$500+;;-;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;zalora.co.id;Indonesia;;$5000+;400,000+;Medium;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;garena.co.id;Indonesia;;$5000+;5,000+;High;107.905;;;;;;;;;;;;;;;
Google Analytics;2006;2023;Application Performance;32.740.315;307;tirto.id;Indonesia;;$1000+;400,000+;Medium;107.905;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;web.archive.org;United States;;$10000+;100,000+;Very High;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;myvaporstore.com;United States;$129k+;$1000+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;shop.marquette.edu;United States;;$10000+;10,000+;Very High;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.articulate.com;United States;$327k+;$5000+;10,000+;Very High;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;asseenontvwebstore.com;United States;;$250+;50+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;everythingattachments.com;United States;$162k+;$500+;;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;alegriashoeshop.com;United States;$50k+;$1000+;5,000+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;easternleaf.com;United States;$243k+;$1000+;250+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;shopmercy.mercycare.org;United States;;$2000+;2,000+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;manhattanrugs.com;United States;$75k+;$1000+;10,000+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;autodoorandhardware.com;United States;$32k+;$250+;500+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;atthefront.com;United States;$47k+;$500+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;alzstore.com;United States;$385k+;$500+;500+;High;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;electricbargainstores.com;United States;$147k+;$500+;;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;exoticmeatmarkets.com;United States;$145k+;$250+;0+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;marineandreef.com;United States;$163k+;$500+;;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;medicaldevicedepot.com;United States;$44k+;$500+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;ministryideaz.com;United States;$71k+;$1000+;10,000+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.mercyships.org;United States;$51k+;$10000+;10,000+;High;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;etsgroup.us;United States;$126k+;$2000+;50,000+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;ecodirect.com;United States;$105k+;$1000+;250+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;eautotools.com;United States;$82k+;$1000+;0+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;modelroundup.com;United States;$172k+;$500+;2,000+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.atlantatrackclub.org;United States;$13k+;$1000+;;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;giftshop.evergreenhealth.com;United States;;$2000+;2,000+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;masdefense.com;United States;$30k+;$500+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;monkeydepot.com;United States;$31k+;$500+;250+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;aragonwatch.com;United States;$14k+;$250+;250+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;monsterjamsuperstore.com;United States;$60k+;$500+;20,000+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;vwparts.aircooled.net;United States;$150k+;$500+;500+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;expressmedals.com;United States;$34k+;$500+;50+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;medi-vet.com;United States;$48k+;$500+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;mobilehomepartsdepot.com;United States;$26k+;$250+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;armynavyusa.com;United States;$37k+;$500+;0+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;equalseal.com;United States;$28k+;$250+;0+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;mooneyesusa.com;United States;$45k+;$500+;2,000+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;allvikingparts.com;United States;$34k+;$500+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;aventissystems.com;United States;$249k+;$2000+;2,000+;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;exoticfragrances.com;United States;$59k+;$500+;;-;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;enjoybettercoffee.com;United States;$228k+;$1000+;100+;Medium;5.177;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;abcfireandsafety.com;Canada;$22k+;$250+;10+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;adorable-kids.com;Canada;$38k+;$500+;500+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;ahs-shop.ca;Canada;$28k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;yonaka.com;Canada;$47k+;$500+;50+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;glidergloves.com;Canada;$24k+;$250+;250+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.greenhillsghc.com;Canada;$1k+;$1000+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;faema.ca;Canada;$35k+;$500+;2,000+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;figtreebooks.ca;Canada;$16k+;$100+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;finntrade.com;Canada;$17k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;sparrowslockpicks.ca;Canada;$32k+;$500+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;iconopower.com;Canada;$41k+;$500+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;idemigods.com;Canada;$30k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;indoboard.ca;Canada;$11k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;infernosonly.com;Canada;$28k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;inktoneroutlets.ca;Canada;$10k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;interiorelectronics.com;Canada;$11k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;iwerearendsonly.com;Canada;$18k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;diy-ejuice.com;Canada;$36k+;$500+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.denmanbikeshop.com;Canada;$1k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.dakotacreekretrievers.com;Canada;$1k+;$500+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;daymak1.com;Canada;$15k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;40belowfoods.com;Canada;$23k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;allenbuildingcentre.com;Canada;$14k+;$250+;250+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;alzstore.ca;Canada;$28k+;$500+;500+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;aspireportal.ca;Canada;;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;aucklandsheepskin.com;Canada;$28k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;autismawareness.ca;Canada;$20k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;fredericksphoto.com;Canada;$17k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;fushida.ca;Canada;$20k+;$250+;500+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.ggscorner.com;Canada;$1k+;$1000+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;gotwoodcastle.ca;Canada;$14k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;gouldhomerec.com;Canada;$29k+;$500+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;greatcanadiansoap.com;Canada;$122k+;$1000+;250+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.greatnorthcastle.ca;Canada;$1k+;$1000+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;gtbc.ca;Canada;$24k+;$500+;10+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;jfgunworks.ca;Canada;$25k+;$250+;1,000+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;sabell.ca;Canada;$10k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;sabellcorp.com;Canada;$15k+;$250+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;saimedia.ca;Canada;;$50+;;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;scrapshotz.com;Canada;$22k+;$250+;500+;-;164;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;a1housemovingboxes.co.uk;United Kingdom;$14k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;a1supplies.co.uk;United Kingdom;;$1000+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;aa2zsupply.co.uk;United Kingdom;$47k+;$500+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;acullc.com;United Kingdom;$30k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;adhesivedispensing.co.uk;United Kingdom;$69k+;$500+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;adhesivedispensing.net;United Kingdom;$28k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;fatgiraffe.co.uk;United Kingdom;$12k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;stencilgirlproducts.com;United Kingdom;$164k+;$500+;10,000+;Medium;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;iselectronics.co.uk;United Kingdom;$1k+;$50+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;iwoodesign.com;United Kingdom;$49k+;$500+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;jadoonline.com;United Kingdom;$15k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;darkcitygallery.com;United Kingdom;$22k+;$250+;1,000+;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;design2please.co.uk;United Kingdom;$14k+;$500+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;dictaphones.co.uk;United Kingdom;$34k+;$500+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;directbathroomandkitchen.co.uk;United Kingdom;$14k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;store.cufi.org.uk;United Kingdom;$10k+;$250+;500+;Medium;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;algotronix-store.com;United Kingdom;$27k+;$250+;50+;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;alisonnash.co.uk;United Kingdom;$20k+;$250+;10+;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;antiques.direct;United Kingdom;$20k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;aquareefer.co.uk;United Kingdom;;$5000+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;arthritis-help-for-pets.com;United Kingdom;$27k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;askestateagents.com;United Kingdom;$1k+;$50+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;axesrus.co.uk;United Kingdom;$47k+;$500+;0+;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;francoisbouttier.co.uk;United Kingdom;$20k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;gemsoflondon.co.uk;United Kingdom;$37k+;$500+;250+;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;glamourkits.co.uk;United Kingdom;$14k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;gmfl.co.uk;United Kingdom;$25k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;goeducation.co.uk;United Kingdom;$59k+;$500+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;goliathcomputing.co.uk;United Kingdom;$51k+;$500+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;graphictec.co.uk;United Kingdom;;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;greenandwhite.co.uk;United Kingdom;$20k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;jpgelectronics.com;United Kingdom;$27k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;sandlizard.co.uk;United Kingdom;$20k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;sarahsherrington.com;United Kingdom;$26k+;$250+;50+;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;satcofoodcontainers.co.uk;United Kingdom;;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;sfsarmagh.com;United Kingdom;$11k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;directpartssupply.co.uk;United Kingdom;$15k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;dlbfloristsupplies.co.uk;United Kingdom;$14k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;doorsandglass.net;United Kingdom;$20k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;drakus.com;United Kingdom;$22k+;$250+;;-;124;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;allisonscandies.com;Indonesia;$15k+;$250+;;-;4;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;estershahaf.net;Indonesia;$28k+;$250+;;-;4;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;central-locking-solutions.com.au;Indonesia;$25k+;$250+;;-;4;;;;;;;;;;;;;;;
Volusion;1999;2023;eCommerce;5.678;49;central-locking-kits.com.au;Indonesia;;$250+;;-;4;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;beautybox.walmart.com;United States;$50b+;$10000+;750,000+;Very High;588.820;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;washingtonexaminer.com;United States;;$5000+;10,000+;Very High;588.820;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;wired.com;United States;;$10000+;1,000,000+;Very High;588.820;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;pbs.org;United States;$21m+;$10000+;10,000+;Very High;588.820;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;grammy.com;United States;;$2000+;250+;Very High;588.820;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;gardeningknowhow.com;United States;;$2000+;20,000+;High;588.820;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;parentingisnteasy.co;United States;;$250+;;Medium;588.820;;;;;;;;;;;;;;;
MailChimp;2001;2023;Marketing;1.241.097;700;shop.pof.com;United States;;$5000+;;High;588.820;;;;;;;;;;;;;;;
